id,article,link,alias,feedbackSelection,feedbackInput
350,https://en.wikipedia.org/wiki/1998_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/1998/,http://www.quinzaine-cineastes.fr/fr/edition/1998,Correct,Bot conversion: https://en.wikipedia.org/wiki/Wikipedia:Link_rot/URL_change_requests#quinzaine-realisateurs.com
351,https://en.wikipedia.org/wiki/2004_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/2004/,http://www.quinzaine-cineastes.fr/fr/edition/2004,Correct,
352,https://en.wikipedia.org/wiki/1985_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/1985/,https://www.quinzaine-cineastes.fr/fr/edition/1985,Correct,
353,https://en.wikipedia.org/wiki/1990_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/1990/,http://www.quinzaine-cineastes.fr/fr/edition/1990,Correct,
354,https://en.wikipedia.org/wiki/1997_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/1997/,https://www.quinzaine-cineastes.fr/fr/edition/1997,Correct,
355,https://en.wikipedia.org/wiki/2005_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/2005/,http://www.quinzaine-cineastes.fr/fr/edition/2005,Correct,
356,https://en.wikipedia.org/wiki/2000_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/2000/,http://www.quinzaine-cineastes.fr/fr/edition/2000,Correct,
357,https://en.wikipedia.org/wiki/1972_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/1972/,http://www.quinzaine-cineastes.fr/fr/edition/1972,Correct,
358,https://en.wikipedia.org/wiki/1982_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/1982/,http://www.quinzaine-cineastes.fr/fr/edition/1982,Correct,
359,https://en.wikipedia.org/wiki/1974_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/1974/,https://www.quinzaine-cineastes.fr/fr/edition/1974,Correct,
360,https://en.wikipedia.org/wiki/1992_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/1992/,https://www.quinzaine-cineastes.fr/fr/edition/1992,Correct,
361,https://en.wikipedia.org/wiki/1993_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/1993/,https://www.quinzaine-cineastes.fr/fr/edition/1993,Correct,
362,https://en.wikipedia.org/wiki/1989_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/1989/,http://www.quinzaine-cineastes.fr/fr/edition/1989,Correct,
363,https://en.wikipedia.org/wiki/1986_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/1986/,https://www.quinzaine-cineastes.fr/fr/edition/1986,Correct,
364,https://en.wikipedia.org/wiki/1976_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/1976/,https://www.quinzaine-cineastes.fr/fr/edition/1976,Correct,
365,https://en.wikipedia.org/wiki/1995_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/1995/,https://www.quinzaine-cineastes.fr/fr/edition/1995,Correct,
366,https://en.wikipedia.org/wiki/1975_Cannes_Film_Festival,http://www.quinzaine-realisateurs.com/qz_an/1975/,http://www.quinzaine-cineastes.fr/fr/edition/1975,Correct,
367,https://en.wikipedia.org/wiki/2018_BYU_Cougars_football_team,https://byucougars.com/story/football/nid/hank-tuipulotu-2016-byu-football-recruiting-class/,http://byucougars.com/athlete/football/1285436/hank-tuipulotu,Correct,
368,https://en.wikipedia.org/wiki/2018_BYU_Cougars_football_team,https://byucougars.com/story/football/nid/max-tooley-2016-byu-football-recruiting-class/,http://byucougars.com/athlete/football/1285435/max-tooley,Correct,
369,https://en.wikipedia.org/wiki/2018_BYU_Cougars_football_team,https://byucougars.com/story/football/nid/drew-jensen-2016-byu-football-recruiting-class/,http://byucougars.com/athlete/football/1285420/drew-jensen,Correct,
370,https://en.wikipedia.org/wiki/2018_BYU_Cougars_football_team,https://byucougars.com/story/football/nid/jaren-hall-2016-byu-football-recruiting-class/,http://byucougars.com/athlete/football/1285416/jaren-hall,Correct,
371,https://en.wikipedia.org/wiki/2018_BYU_Cougars_football_team,https://byucougars.com/story/football/nid/clark-barrington-2016-byu-football-recruiting-class/,http://byucougars.com/athlete/football/1285404/clark-barrington,Correct,
372,https://en.wikipedia.org/wiki/2018_BYU_Cougars_football_team,https://byucougars.com/story/football/nid/jackson-kaufusi-2016-byu-football-recruiting-class/,http://byucougars.com/athlete/football/1285421/jackson-kaufusi,Correct,
373,https://en.wikipedia.org/wiki/2008_Asian_Beach_Games,http://www.philstar.com/microsite/noynoy-first-100-days/article.aspx?articleId=408875&publicationSubCategoryId=69,https://www.philstar.com/cebu-news/2008/10/21/408875/33-m-families-rp-went-hungry-sws,Incorrect,
374,https://en.wikipedia.org/wiki/Brooklyn_Nine-Nine,https://deadline.com/2016/05/tv-season-2015-2016-series-rankings-shows-full-list–1201763189/,https://deadline.com/print-article/1201763189,Correct,
375,https://en.wikipedia.org/wiki/Daniele_De_Rossi,https://www.bbc.co.uk/sport/0/football/25203020s,https://www.bbc.co.uk/sport/football/25203020,Correct,
376,https://en.wikipedia.org/wiki/Chris_Herd,https://www.bbc.co.uk/sport/0/football/35314635,https://www.bbc.co.uk/sport/football/35314635,Correct,
377,https://en.wikipedia.org/wiki/2012%E2%80%9313_AFC_Wimbledon_season,https://www.bbc.co.uk/sport/0/football/18414249.stm,https://www.bbc.co.uk/sport/football/18414249,Correct,
378,https://en.wikipedia.org/wiki/2012%E2%80%9313_Premier_League,https://www.bbc.co.uk/sport/0/football/22499103BBC,https://www.bbc.co.uk/sport/football/22499103,Correct,
379,"https://en.wikipedia.org/wiki/Ben_Davies_(footballer,_born_1981)",https://www.bbc.co.uk/sport/0/football/17163120.stm,https://www.bbc.co.uk/sport/football/17163120,Correct,
380,https://en.wikipedia.org/wiki/2012%E2%80%9313_AFC_Wimbledon_season,https://www.bbc.co.uk/sport/0/football/18395979.stm,https://www.bbc.co.uk/sport/football/18395979,Correct,
381,https://en.wikipedia.org/wiki/Anton_Zingarevich,https://www.bbc.co.uk/sport/0/football/21748762,https://www.bbc.co.uk/sport/football/21748762,Correct,
382,https://en.wikipedia.org/wiki/Betty_Jane_Wylie,http://www.utpress.utoronto.ca/cgi-bin/cw2w3.cgi?p=wright&t=87017&d=2861,https://tspace.library.utoronto.ca/handle/1807/87017,Incorrect,
383,https://en.wikipedia.org/wiki/David_G._A._McLean,http://www.utpress.utoronto.ca/cgi-bin/cw2w3.cgi?p=mckie&t=54311&d=1347,https://tspace.library.utoronto.ca/handle/1807/54311,Incorrect,
384,https://en.wikipedia.org/wiki/2006%E2%80%9307_Sunderland_A.F.C._season,http://news.bbc.co.uk/solpda/ukfs_sport/hi/newsid_6205000/6205647.stm,http://news.bbc.co.uk/sport2/hi/football/eng_div_1/6205647.stm,Correct,
385,https://en.wikipedia.org/wiki/2010_LSU_Tigers_baseball_team,http://www.lsusports.net/src/data/lsu/assets/docs/bb/10stats/lsu508.htm,https://static.lsusports.net/assets/docs/bb/16stats/lsu508.htm,Incorrect,
386,https://en.wikipedia.org/wiki/2017_Famous_Idaho_Potato_Bowl,https://www.famousidahopotatobowl.com/2017-famous-idaho-potato-bowl-dec-22/,https://www.famousidahopotatobowl.com/uncategorized/2017-famous-idaho-potato-bowl-dec-22/,Correct,
387,https://en.wikipedia.org/wiki/2018_GP3_Series,http://www.fiaformula2.com/News-Room/News/2018/01_January/George-Russell-joins-ART-Grand-Prix/,https://www.fiaformula2.com/Drivers/1106/George-Russell,Incorrect,
388,https://en.wikipedia.org/wiki/Jim_Wallhead,http://www.sherdog.com/news/press%20releases/Cage-Warriors-Announce-Line-Up-10246,https://www.sherdog.com/news/pressreleases/Cage-Warriors-Announce-LineUp-10246,Correct,Bot fix: https://en.wikipedia.org/wiki/Wikipedia:Link_rot/URL_change_requests#sherdog.com
389,https://en.wikipedia.org/wiki/Court_McGee,http://www.sherdog.com/news/press%20releases/Gladiator-Challenge-Revolution-15589,https://www.sherdog.com/news/pressreleases/Gladiator-Challenge-Revolution-15589,Correct,
390,https://en.wikipedia.org/wiki/Joe_Warren_(fighter),http://www.sherdog.com/news/press%20releases/theScore-and-Bellator-Announce-Expanded-Programming-Partnership-39931,https://www.sherdog.com/news/pressreleases/theScore-and-Bellator-Announce-Expanded-Programming-Partnership-39931,Correct,
391,https://en.wikipedia.org/wiki/Dragan_Te%C5%A1anovi%C4%87,http://www.sherdog.com/news/press%20releases/Bellator-Signs-Undefeated-Serbian-Gagi-26400,https://www.sherdog.com/news/pressreleases/Bellator-Signs-Undefeated-Serbian-Gagi-26400,Correct,
392,https://en.wikipedia.org/wiki/10th_Legion_Championship_Fighting,http://www.sherdog.com/news/press%20releases/10th-Legion-7-Invasion-of-Warriors-30595,http://www.sherdog.com/news/pressreleases/10th-Legion-7-Invasion-of-Warriors-30595,Correct,
393,https://en.wikipedia.org/wiki/Jessica_Aguilar,http://www.sherdog.com/news/press%20releases/CFC-3-News-Release-6988,https://www.sherdog.com/news/pressreleases/CFC-3-News-Release-6988,Correct,
394,https://en.wikipedia.org/wiki/Court_McGee,http://www.sherdog.com/news/press%20releases/Showdown-II-The-Return-14578,https://www.sherdog.com/news/pressreleases/Showdown-II-The-Return-14578,Correct,
395,https://en.wikipedia.org/wiki/Aglaocrinus,http://www.organismnames.com/namedetails.htm?lsid=234230,http://www.organismnames.com/namedetails.htm,Incorrect,
396,https://en.wikipedia.org/wiki/Aglaocrinus,http://www.organismnames.com/details.htm?lsid=234196,http://www.organismnames.com/details.htm?lsid=234195,Incorrect,
397,https://en.wikipedia.org/wiki/Aglaocrinus,http://www.organismnames.com/details.htm?lsid=234198,http://www.organismnames.com/details.htm?lsid=234195,Incorrect,
398,https://en.wikipedia.org/wiki/Aglaocrinus,http://www.organismnames.com/details.htm?lsid=234195,http://www.organismnames.com/details.htm?lsid=5209421,Incorrect,
399,https://en.wikipedia.org/wiki/Augustine_A._MacDonald,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=2131,https://www.gg.ca/en/heraldry/public-register/project/2131,Incorrect,
400,https://en.wikipedia.org/wiki/Alan_Garnett_Davenport,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=7748,https://www.gg.ca/en/heraldry/public-register/project/7748,Incorrect,
401,https://en.wikipedia.org/wiki/Mark_Starowicz,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=8130,https://www.gg.ca/en/heraldry/public-register/project/8130,Incorrect,
402,https://en.wikipedia.org/wiki/Milton_E._Harris,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=727,https://www.gg.ca/en/heraldry/public-register/project/727,Incorrect,
403,https://en.wikipedia.org/wiki/Libin_Cardiovascular_Institute,http://www.gg.ca/honours/search-recherche/honours-desc.asp?TypeID=orc&id=6580&lang=e,https://www.gg.ca/en/heraldry/public-register/project/6580,Incorrect,
404,https://en.wikipedia.org/wiki/Leon_Major,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=1083,https://www.gg.ca/en/heraldry/public-register/project/1083,Incorrect,
405,https://en.wikipedia.org/wiki/Claude_Brunet,http://www.gg.ca/honours/search-recherche/honours-desc.asp?TypeID=orc&id=220&lang=e,https://www.gg.ca/en/heraldry/public-register/project/220,Incorrect,
406,https://en.wikipedia.org/wiki/Nicole_Germain,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=626,https://www.gg.ca/en/heraldry/public-register/project/626,Incorrect,
407,https://en.wikipedia.org/wiki/David_Gordon_Cheverie,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=br&id=48517,https://www.gg.ca/en/heraldry/public-register/project/48517,Incorrect,
408,https://en.wikipedia.org/wiki/Libin_Cardiovascular_Institute,http://www.gg.ca/honours/search-recherche/honours-desc.asp?TypeID=orc&id=5594&lang=e,https://www.gg.ca/en/heraldry/public-register/project/5594,Incorrect,
409,https://en.wikipedia.org/wiki/Janina_Fialkowska,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=7049,https://www.gg.ca/en/heraldry/public-register/project/7049,Incorrect,
410,https://en.wikipedia.org/wiki/Jehane_Beno%C3%AEt,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=124,https://www.gg.ca/en/heraldry/public-register/project/124,Incorrect,
411,https://en.wikipedia.org/wiki/Arthur_S._Hara,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=2947,https://www.gg.ca/en/heraldry/public-register/project/2947,Incorrect,
412,https://en.wikipedia.org/wiki/Robert_Charlebois,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=4595,https://www.gg.ca/en/heraldry/public-register/project/4595,Incorrect,
413,https://en.wikipedia.org/wiki/Brenda_Robertson,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=12142,https://www.gg.ca/en/heraldry/public-register/project/12142,Incorrect,
414,https://en.wikipedia.org/wiki/Mark_Tennant,http://gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=1651,https://www.gg.ca/en/heraldry/public-register/project/1651,Incorrect,
415,https://en.wikipedia.org/wiki/Robert_Cauchon,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=1878,https://www.gg.ca/en/heraldry/public-register/project/1878,Incorrect,
416,https://en.wikipedia.org/wiki/Carlo_Cattarello,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=7384,https://www.gg.ca/en/heraldry/public-register/project/7384,Incorrect,
417,https://en.wikipedia.org/wiki/Simon_Reisman,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=1405,https://www.gg.ca/en/heraldry/public-register/project/1405,Incorrect,
418,https://en.wikipedia.org/wiki/Russ_Jackson,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=830,https://www.gg.ca/en/heraldry/public-register/project/830,Incorrect,
419,https://en.wikipedia.org/wiki/Paul_Walfish,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=2860,https://www.gg.ca/en/heraldry/public-register/project/2860,Incorrect,
420,https://en.wikipedia.org/wiki/H._Arnold_Steinberg,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=3249,https://www.gg.ca/en/heraldry/public-register/project/3249,Incorrect,
421,https://en.wikipedia.org/wiki/L._Denis_Desautels,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=7499,https://www.gg.ca/en/heraldry/public-register/project/7499,Incorrect,
422,https://en.wikipedia.org/wiki/Elvis_Stojko,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=msdciv&id=333,https://www.gg.ca/en/heraldry/public-register/project/333,Incorrect,
423,https://en.wikipedia.org/wiki/David_Peregrine,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=1322,https://www.gg.ca/en/heraldry/public-register/project/1322,Incorrect,
424,https://en.wikipedia.org/wiki/Ren%C3%A9_Lecavalier,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=975,https://www.gg.ca/en/heraldry/public-register/project/975,Incorrect,
425,https://en.wikipedia.org/wiki/Alexander_Gordon_McKay,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=2551,https://www.gg.ca/en/heraldry/public-register/project/2551,Incorrect,
426,https://en.wikipedia.org/wiki/Gaetano_Gagliano,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=3789,https://www.gg.ca/en/heraldry/public-register/project/3789,Incorrect,
427,https://en.wikipedia.org/wiki/Michelle_Rossignol,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=2909,https://www.gg.ca/en/heraldry/public-register/project/2909,Incorrect,
428,https://en.wikipedia.org/wiki/Don_Newman_(broadcaster),http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=5222,https://www.gg.ca/en/heraldry/public-register/project/5222,Incorrect,
429,https://en.wikipedia.org/wiki/Marcel_Aubut,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=54,https://www.gg.ca/en/heraldry/public-register/project/54,Incorrect,
430,https://en.wikipedia.org/wiki/Stefan_Sznuk,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=2314,https://www.gg.ca/en/heraldry/public-register/project/2314,Incorrect,
431,https://en.wikipedia.org/wiki/Saul_Hayes,http://www.gg.ca/honours/search-recherche/honours-desc.asp?lang=e&TypeID=orc&id=2035,https://www.gg.ca/en/heraldry/public-register/project/2035,Incorrect,
432,https://en.wikipedia.org/wiki/1970_in_aviation,http://www.fai.org/ciam-slider-news/40091-1970-maynard-hill-the-lindbergh-of-model-planes-boosts-his-catbird-to-8205m,https://www.fai.org/news/1970-maynard-hi%E2%80%99s-the-planes-boosts-his-catbird-to-8205,Incorrect,
433,https://en.wikipedia.org/wiki/2018_British_Athletics_Championships,http://www.britishathletics.org.uk/results/20180703_Birmingham/timetable/index/index.html,https://results.britishathletics.org.uk/20210625_Manchester/timetable/index/,Incorrect,
434,https://en.wikipedia.org/wiki/Cyclone_Ivan,http://listserv.uiuc.edu/wa.cgi?A2=ind0802b&L=wx-tropl&T=0&P=43240,https://www.ideals.illinois.edu:443/items/43240,Incorrect,
435,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0708a&L=wx-tropl&T=0&P=42580,https://www.ideals.illinois.edu:443/items/42580,Incorrect,
436,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0708a&L=wx-tropl&T=0&P=66973,https://www.ideals.illinois.edu:443/items/66973,Incorrect,
437,https://en.wikipedia.org/wiki/2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0707e&L=wx-tropl&T=0&P=23783,https://www.ideals.illinois.edu:443/items/23783,Incorrect,
438,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0711d&L=wx-tropl&T=0&P=27820,https://www.ideals.illinois.edu:443/items/27820,Incorrect,
439,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0707c&L=wx-tropl&T=0&P=21945,https://www.ideals.illinois.edu:443/items/21945,Incorrect,
440,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0707c&L=wx-tropl&T=0&P=8339,https://www.ideals.illinois.edu:443/items/8339,Incorrect,
441,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0710c&L=wx-tropl&T=0&P=53666,https://www.ideals.illinois.edu:443/items/53666,Incorrect,
442,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0709c&L=wx-tropl&T=0&P=11217,https://www.ideals.illinois.edu:443/items/11217,Incorrect,
443,https://en.wikipedia.org/wiki/2007%E2%80%9308_Australian_region_cyclone_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0707e&L=wx-tropl&T=0&P=12004,https://www.ideals.illinois.edu:443/items/12004,Incorrect,
444,https://en.wikipedia.org/wiki/2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0707e&L=wx-tropl&T=0&P=10178,https://www.ideals.illinois.edu:443/items/10178,Incorrect,
445,https://en.wikipedia.org/wiki/Cyclone_Ivan,http://listserv.uiuc.edu/wa.cgi?A2=ind0802b&L=wx-tropl&T=0&P=26887,https://www.ideals.illinois.edu:443/items/26887,Incorrect,
446,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0709b&L=wx-tropl&T=0&P=43239,https://www.ideals.illinois.edu:443/items/43239,Incorrect,
447,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0709a&L=wx-tropl&T=0&P=10259,https://www.ideals.illinois.edu:443/items/10259,Incorrect,
448,https://en.wikipedia.org/wiki/Timeline_of_the_2007%E2%80%9308_Australian_region_cyclone_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0803a&L=wx-tropl&T=0&P=84442,https://www.ideals.illinois.edu:443/items/84442,Incorrect,
449,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0709a&L=wx-tropl&T=0&P=100999,https://www.ideals.illinois.edu:443/items/100999,Incorrect,
450,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0711a&L=wx-tropl&T=0&P=62695,https://www.ideals.illinois.edu:443/items/62695,Incorrect,
451,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0709b&L=wx-tropl&T=0&P=38714,https://www.ideals.illinois.edu:443/items/38714,Incorrect,
452,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0709c&L=wx-tropl&T=0&P=17526,https://www.ideals.illinois.edu:443/items/17526,Incorrect,
453,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0708a&L=wx-tropl&T=0&P=17741,https://www.ideals.illinois.edu:443/items/17741,Incorrect,
454,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0708c&L=wx-tropl&T=0&P=55428,https://www.ideals.illinois.edu:443/items/55428,Incorrect,
455,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0710c&L=wx-tropl&T=0&P=84705,https://www.ideals.illinois.edu/items/84705,Incorrect,
456,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0711c&L=wx-tropl&T=0&P=106966,https://www.ideals.illinois.edu:443/items/106966,Incorrect,
457,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0708b&L=wx-tropl&T=0&P=19355,https://www.ideals.illinois.edu:443/items/19355,Incorrect,
458,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0708e&L=wx-tropl&T=0&P=1897,https://www.ideals.illinois.edu:443/items/1897,Incorrect,
459,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0705c&L=wx-tropl&T=0&P=26540,https://www.ideals.illinois.edu:443/items/26540,Incorrect,
460,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0708e&L=wx-tropl&T=0&P=19243,https://www.ideals.illinois.edu:443/items/19243,Incorrect,
461,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0709a&L=wx-tropl&T=0&P=98350,https://www.ideals.illinois.edu:443/items/98350,Incorrect,
462,https://en.wikipedia.org/wiki/2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0707e&L=wx-tropl&T=0&P=920,https://www.ideals.illinois.edu:443/items/920,Incorrect,
463,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0708a&L=wx-tropl&T=0&P=51735,https://www.ideals.illinois.edu:443/items/51735,Incorrect,
464,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0710a&L=wx-tropl&T=0&P=28893,https://www.ideals.illinois.edu:443/items/28893,Incorrect,
465,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0707e&L=wx-tropl&T=0&P=754,https://www.ideals.illinois.edu:443/items/754,Incorrect,
466,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0705d&L=wx-tropl&T=0&P=5750,https://www.ideals.illinois.edu:443/items/5750,Incorrect,
467,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0709c&L=wx-tropl&T=0&P=21783,https://www.ideals.illinois.edu:443/items/21783,Incorrect,
468,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0709d&L=wx-tropl&T=0&P=11380,https://www.ideals.illinois.edu:443/items/11380,Incorrect,
469,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0709c&L=wx-tropl&T=0&P=26253,https://www.ideals.illinois.edu:443/items/26253,Incorrect,
470,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0711d&L=wx-tropl&T=0&P=67904,https://www.ideals.illinois.edu:443/items/67904,Incorrect,
471,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0708b&L=wx-tropl&T=0&P=86833,https://www.ideals.illinois.edu:443/items/86833,Incorrect,
472,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0708c&L=wx-tropl&T=0&P=45996,https://www.ideals.illinois.edu:443/items/45996,Incorrect,
473,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0709e&L=wx-tropl&T=0&P=9216,https://www.ideals.illinois.edu:443/items/9216,Incorrect,
474,https://en.wikipedia.org/wiki/Timeline_of_the_2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0710a&L=wx-tropl&T=0&P=22110,https://www.ideals.illinois.edu:443/items/22110,Incorrect,
475,https://en.wikipedia.org/wiki/Cyclone_Ivan,http://listserv.uiuc.edu/wa.cgi?A2=ind0802b&L=wx-tropl&T=0&P=18401,https://www.ideals.illinois.edu:443/items/18401,Incorrect,
476,https://en.wikipedia.org/wiki/Timeline_of_the_2007%E2%80%9308_Australian_region_cyclone_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0802b&L=wx-tropl&T=0&P=28898,https://www.ideals.illinois.edu:443/items/28898,Incorrect,
477,https://en.wikipedia.org/wiki/2007_Pacific_typhoon_season,http://listserv.uiuc.edu/wa.cgi?A2=ind0707d&L=wx-tropl&T=0&P=52496,https://www.ideals.illinois.edu:443/items/52496,Incorrect,
